Time,Direction,car,motorbike,bus,truck,person
2024-02-23 14:51:44,Up,0,0,0,0,2
2024-02-23 14:51:44,Down,0,0,0,0,2
2024-02-23 14:51:54,Up,0,0,0,0,5
2024-02-23 14:51:54,Down,0,0,0,0,4
2024-02-23 14:52:04,Up,0,0,0,0,4
2024-02-23 14:52:04,Down,0,0,0,0,3
2024-02-23 14:52:14,Up,0,0,0,0,4
2024-02-23 14:52:14,Down,0,0,0,0,1
