Time,Direction,car,motorbike,bus,truck,person
2024-02-23 14:56:38,Up,0,0,0,0,0
2024-02-23 14:56:38,Down,0,0,0,0,0
2024-02-23 14:56:48,Up,0,0,0,0,1
2024-02-23 14:56:48,Down,2,0,0,0,0
2024-02-23 14:56:58,Up,2,0,0,0,1
2024-02-23 14:56:58,Down,1,0,0,0,1
